arquivo_local,product_id
ameixa-seca.jpg,179
amendoim-picante.jpg,21
amendoim-salsa-e-cebola.jpg,22
amendoim-torrado-salgado.jpg,18
amendoim-torrado-sem-sal.jpg,19
batata-mexicana.jpg,199
boldo.jpg,153
cacau-100%.jpg,208
canela-em-pau.jpg,158
castanha-caju-caramelizada-abacaxi.jpg,17
castanha-caju-caramelizada-ninho.jpg,16
castanha-de-caju-w1-salgada.jpg,12
castanha-de-caju-w1-sem-sal.jpg,10
cha-capim-limao.jpg,156
cha-de-assa-peixe.jpg,163
cha-de-barbatimao.jpg,160
cha-de-camomila.jpg,159
cha-de-cavalinha.jpg,154
cha-de-mulungu.jpg,140
cha-dente-de-leao.jpg,149
cha-de-passiflora.jpg,139
cha-de-sene.jpg,137
cha-de-unha-de-gato.jpg,136
cha-de-uxi-amarelo.jpg,135
cha-erva-de-sao-joao.jpg,147
cha-verde-importado.jpg,150
cranberry-capsulas.jpg,300
cranberry-desidratado.jpg,173
damasco-seco.jpg,172
drageado-de-banana.jpg,63
flor-de-hibisco.jpg,142
ginkigo-biloba-capsulas.jpg,274
granola-com-paçoca.jpg,192
guaco.jpg,143
hortela.jpg,141
lascas-de-chocolate-70.jpg,204
lascas-diet-70.jpg,202
nozes-quebrada.jpg,6
oleo-de-coco-copra-extra-virgem-200.jpg,375
oleo-de-coco-copra-sem-sabor-200.jpg,377
semente-de-chia.jpg,64
tahine-500-gramas.jpg,30
ultra-b12-metilcobalamina.jpg,233
